guid,category,active,published,eventdate,title,body
"2011-01-12 12:25:13 +0100",1,1,"2011-01-12 12:25:13 +0100",2011-01-12,"Księgowa rozliczy Cię za darmo!","<p class=""MsoNormal"" style=""margin-top: 0px; margin-right: 0px; margin-bottom: 0px; margin-left: 0px; border-collapse: collapse; font-family: arial, sans-serif; font-size: 13px; ""><font size=""2"" face=""Trebuchet MS""><span style=""font-size: 10pt; font-family: 'Trebuchet MS'; "">Nawiązaliśmy współpracę z biurami księgowymi, które zgodziły się bezpłatnie wypełnić zeznania podatkowe każdej osoby, która zdecyduje się przekazać 1% podatku naszej fundacji. Poniżej lista biur &#8211; mamy nadzieję, że będzie się sukcesywnie powiększać. Bardzo chętnie przyjmiemy również pomoc innych biur, które chciałyby pomóc naszym pacjentom.</span></font><font size=""2"" face=""Trebuchet MS""><span style=""font-size: 10pt; font-family: 'Trebuchet MS'; ""></span></font></p><p class=""MsoNormal"" style=""margin-top: 0px; margin-right: 0px; margin-bottom: 12pt; margin-left: 0px; border-collapse: collapse; font-family: arial, sans-serif; font-size: 13px; ""><font size=""2"" face=""Trebuchet MS""><span style=""font-size: 10pt; font-family: 'Trebuchet MS'; "">1. Biuro Księgowe UA Ziędalska zaprasza w godzinach od 9.00 do 17.00 w dwie soboty w miesiącu:&nbsp;</span></font><font size=""2"" face=""Trebuchet MS""><span style=""font-size: 10pt; font-family: 'Trebuchet MS'; "">05 lutego 2011 r.<br>19 lutego 2011 r.<br>05 marca 2011 r.<br>19 marca 2011 r.<br>02 kwietnia 2011 r.<br>16 kwietnia 2011 r.</span></font></p><p class=""MsoNormal"" style=""margin-top: 0px; margin-right: 0px; margin-bottom: 12pt; margin-left: 0px; border-collapse: collapse; font-family: arial, sans-serif; font-size: 13px; ""><font size=""2"" face=""Trebuchet MS""><span style=""font-size: 10pt; font-family: 'Trebuchet MS'; "">Biuro Księgowe UA Ziędalska</span></font></p><p class=""MsoNormal"" style=""margin-top: 0px; margin-right: 0px; margin-bottom: 12pt; margin-left: 0px; border-collapse: collapse; font-family: arial, sans-serif; font-size: 13px; ""><font size=""2"" face=""Trebuchet MS""><span style=""font-size: 10pt; font-family: 'Trebuchet MS'; "">ul. Prądzyńskiego 18/1<br>50-434 Wrocław<br>tel. 509 400&nbsp;428</span></font></p><p class=""MsoNormal"" style=""margin-top: 0px; margin-right: 0px; margin-bottom: 12pt; margin-left: 0px; border-collapse: collapse; font-family: arial, sans-serif; font-size: 13px; ""><font size=""2"" face=""Trebuchet MS""><span style=""font-size: 10pt; font-family: 'Trebuchet MS'; ""><a href=""http://www.ksiegowa.ovh.org/"" target=""_blank"" style=""color: rgb(28, 81, 168); "">www.ksiegowa.ovh.org</a></span></font></p><p class=""MsoNormal"" style=""margin-top: 0px; margin-right: 0px; margin-bottom: 12pt; margin-left: 0px; border-collapse: collapse; ""><font class=""Apple-style-span"" face=""'Trebuchet MS'"" size=""2""><span class=""Apple-style-span"" style=""font-family: arial, sans-serif; font-size: 13px; ""></span></font></p><p class=""MsoNormal"" style=""margin-top: 0px; margin-right: 0px; margin-bottom: 0px; margin-left: 0px; ""><font class=""Apple-style-span"" face=""'Trebuchet MS'"" size=""2""><span class=""Apple-style-span"" style=""border-collapse: collapse; font-size: 13px; "">2. Pani Marika Michalak może rozliczać Pity via e-mail &#8211; wystarczy przesłać zeskanowane dokumenty, a gotowy PIT w ten sam sposób dotrze do Państwa. Mail:&nbsp;<a href=""mailto:marikamichalak_m@wp.pl"" title=""blocked::mailto:marikamichalak_m@wp.pl"" target=""_blank"" style=""color: rgb(28, 81, 168); ""><font color=""#1c51a8""><span style=""color: rgb(28, 81, 168); "">marikamichalak_m@wp.pl</span></font></a>.</span></font></p><p></p>
							
							
							
							"
"2011-01-12 17:27:05 +0100",1,1,"2011-01-12 17:27:05 +0100",2011-01-12,"Noworoczny koncert charytatywny udał się niebywale!","<p style=""margin-top: 0.49cm; margin-bottom: 0cm""><font face=""Trebuchet MS, sans-serif""><font size=""2"">8
grudnia 2010 roku w siedzibie Fundacji pojawiły się 2 osoby &#8211;
Ewelina Semik z Agencji Artystycznej Eskander i Radek Bielecki z
wrocławskiego kabaretu Neo-Nówka. Okazali się posłańcami dobrej
nowiny &#8211; zaproponowali nam, że zgromadzą artystów, którzy
zagrają na rzecz Fundacji koncert charytatywny. A kabaret Neo-Nówka
go poprowadzi. Koncert zaplanowaliśmy na 6 stycznia 2011 roku. Czasu
mało, ale taka propozycja! Mimo Świąt, Sylwestra i bardzo
krótkiego czasu udało się. </font></font>
</p>
<p style=""margin-top: 0.49cm; margin-bottom: 0cm""><font face=""Trebuchet MS, sans-serif""><font size=""2"">Trzej
Panowie z kabaretu Neo-Nówka jako trzej królowie (a przez większą
cześć spektaklu dwaj królowie i rdzenny wrocławianin) byli
spontanicznie spektakularni. Rozbawiali nas, a i siebie nawzajem też.
Radzili sobie z nieprzewidzianymi sytuacjami, reagowali na odzew
widowni. Atmosfera od pierwszych chwil była wyjątkowa &#8211; z jednej
strony zabawa, z drugiej wzruszenia. Wspaniałymi przerywnikami
występów śpiewających gości były aukcje. Jako pierwsza została
sprzedana piłka nożna UEFA Euro2012. Piłka osiągnęła cenę 1500
zł, a walka o nią była doprawdy widowiskowa. Łącznie z
wszystkich zlicytowanych przedmiotów uzyskaliśmy kwotę 6620 zł. I
te środki, i te pozyskane ze sprzedaży biletów chcemy przeznaczyć
na rehabilitację pacjentów.</font></font></p>
<p style=""margin-top: 0.49cm; margin-bottom: 0cm""><font face=""Trebuchet MS, sans-serif""><font size=""2"">Zespoły
i wokaliści pokazywali się w repertuarze dookoła świątecznym.
Były i klasyczne kolędy (piękny występ Konrada Imieli z uroczym
chórkiem Beaty Lerach, Justyny Szafran i Anny Kłys), i utwory
daleko związane ze świętami. Przewijały się style &#8211; od raggae
przez rock po piosenkę aktorską. Było różnorodnie, ale
wszystkich łączył cel występu &#8211; pomoc dzieciom i ich rodzinom.
Zaangażowani w koncert artyści, obsługa techniczna, organizatorzy
i inne osoby oraz firmy pracowali non-profit. Tym większy sukces, że
udało się zgromadzić tylu dobrych ludzi w jednym czasie i w jednym
miejscu.</font></font></p>
<p style=""margin-top: 0.49cm; margin-bottom: 0cm"">O<font face=""Trebuchet MS, sans-serif""><font size=""2"">rganizacja
tego koncertu dała nam wiele satysfakcji &#8211; tak wielu ludzi dobrej
woli zaangażowało się, że serce rośnie. Filharmonia Wrocławska
udostępniła nam swe wspaniałe wnętrza i bardzo sprawną pomoc
pracowników. Firma nagłośnieniowo-oświetleniowa Ragtime
dostarczyła sprzęt i obsługiwała go od rana do późnej nocy.
Hotel Azyl zadbał o przepiękny, zdrowy i pyszny poczęstunek, aby
artyści i obsługa miała siły na cały dzień pracy. Firma
Eskander wzięła na siebie ciężar dystrybucji biletów i dopinania
kwestii organizacyjnych. Patroni medialni &#8211; Radio RAM, TVP Wrocław
i Gazeta Wrocławska Polskapresse &#8211; dali nam wsparcie promocyjne.
Wolontariusze stawili się do pomocy i nie zawiedli. </font></font>
</p>
<p style=""margin-top: 0.49cm; margin-bottom: 0cm""><font face=""Trebuchet MS, sans-serif""><font size=""2"">Serdeczne
podziękowania dla: Neo-Nówka, Filharmonia Wrocławska, Agencja
Artystyczna Eskander, Żarówki, Martyna Jakubowicz, Natural Dread
Killaz, HooDoo Band, Mikromusic, Ocean, Marcelina, Ania Kłys,
Legitymacje, Alicja Janosz, Beata Lerach, Justyna Szafran, RAGTIME,
Piotr Motyl, Maciej Prokopowicz, Hotel AZYL i Pani Katarzyna
Kapitaniec, Radio RAM , TVP Wrocław, Gazeta Wrocławska, Joanna
Rańda z Biura Promocji Miasta Wrocławia, </font></font><font color=""#0000ff""><u><a href=""http://www.biletynakabarety.pl/""><font face=""Trebuchet MS, sans-serif""><font size=""2"">www.biletynakabarety.pl</font></font></a></u></font><font face=""Trebuchet MS, sans-serif""><font size=""2"">,
</font></font><font face=""Trebuchet MS, sans-serif""><font size=""2"">Fotografia
MiS Paszkiewicz, </font></font><font face=""Trebuchet MS, sans-serif""><font size=""2"">Alternatiwia
i Michał Gabruk, Pixel Michał Zimny, Reklama Tęczowa, Drukarnia
Speed, PokaPoka.</font></font></p>
<p style=""text-align: center; margin: 20px 0;"">
<a href=""index.php?hosp=9_01&id_galerii=20110112173756""><img src=""img/filharmonia_galeria.jpg"" alt=""zobacz galerię zdjęć z koncertu!""/></a>
</p>"
"2011-01-17 16:23:47 +0100",1,1,"2011-01-17 16:23:47 +0100",2011-01-17,"Która organizacja pożytku publicznego jest uprawniona do otrzymania 1% podatku","<p style=""border-collapse: collapse; font-family: arial, sans-serif; font-size: 13px; ""><font size=""2"" face=""Trebuchet MS""><span style=""font-size: 10pt; font-family: 'Trebuchet MS'; "">Wśród organizacji pożytku publicznego uprawnionych do otrzymania 1% podatku od osób fizycznych za 2010 rok jest też Fundacja &#8222;Wrocławskie Hospicjum dla Dzieci&#8221;. Dołączamy wykaz, który został zamieszczony na stronie Ministerstwa Pracy i Polityki Społecznej 14 stycznia 2011 r.</span></font></p><p style=""border-collapse: collapse; font-family: arial, sans-serif; font-size: 13px; ""><font size=""2"" face=""Trebuchet MS""><span style=""font-size: 10pt; font-family: 'Trebuchet MS'; "">Czekamy na Twój 1% podatku.</span></font></p><p style=""border-collapse: collapse; font-family: arial, sans-serif; font-size: 13px; ""><span class=""Apple-style-span"" style=""font-family: 'Trebuchet MS'; ""><a href=""http://www.hospicjum.wroc.pl/pdf/wykaz_opp_14_01_2011.pdf"">wykaz instytucji pożytku publicznego uprawnionych do otrzymywania 1% podatku</a></span></p>
							"
"2011-01-17 16:28:20 +0100",1,1,"2011-01-17 16:28:20 +0100",2011-01-17,"1% podatku od ryczałtowców do końca stycznia","<h3><font face=""Trebuchet MS, sans-serif""><font size=""2"">Podatnicy,
korzystający ze zryczałtowanej formy opodatkowania, muszą wybrać
organizację pożytku publicznego, której zechcą przekazać 1% podatku,
najpóźniej 31 stycznia (lub w korekcie zeznania &#8211; do 28 lutego
2011 r.). Wtedy bowiem dla tej grupy podatników mija termin
składania zeznań podatkowych.</font></font></h3>
<p style=""margin-top: 0.49cm; margin-bottom: 0.49cm""><font face=""Trebuchet MS, sans-serif""><font size=""2"">Ryczałt
od przychodów ewidencjonowanych jest formą opodatkowania określoną
w ustawie z 20 listopada 1998 r. o zryczałtowanym podatku dochodowym
od niektórych przychodów osiąganych przez osoby fizyczne.</font></font></p>
<p style=""margin-top: 0.49cm; margin-bottom: 0.49cm""><font face=""Trebuchet MS, sans-serif""><font size=""2"">Ustawa
obowiązująca &#8222;ryczałtowców&#8221; (w art. 21b) przewiduje możliwość
przekazania 1% podatku z należnego ryczałtu od przychodów
ewidencjonowanych na rzecz organizacji pożytku publicznego.</font></font></p>
<p style=""margin-top: 0.49cm; margin-bottom: 0.49cm""><font face=""Trebuchet MS, sans-serif""><font size=""2"">Przekazania
takiego dokonuje się w formularzu PIT-28 (część M i N, pozycje
126 &#8211; 130) wedle podobnych zasad, jakie obowiązują podatników
rozliczających się z podatku dochodowego od osób fizycznych, z tą
różnicą, że &#8222;ryczałtowcy&#8221; muszą złożyć swoje zeznanie
nie później niż 31 stycznia 2011 roku lub korektę zeznania w
ciągu miesiąca od upływu terminu dla złożenia zeznania
podatkowego (czyli nie później niż 28 lutego 2011 r.)</font></font></p>
<p style=""margin-top: 0.49cm; margin-bottom: 0.49cm""><font face=""Trebuchet MS, sans-serif""><font size=""2"">Aby
1% podatku podatku trafił na konto wybranej przez &#8222;ryczałtowca&#8221;
organizacji OPP, muszą zostać spełnione pewne warunki &#8211; zarówno
po stronie podatnika, jak i organizacji.</font></font></p>
<p style=""margin-top: 0.49cm; margin-bottom: 0.49cm""><font face=""Trebuchet MS, sans-serif""><font size=""2"">Podatnik-ryczałtowiec
musi zapłacić w pełnej wysokości podatek należny stanowiący
podstawę obliczenia kwoty, która ma być przekazana na rzecz
organizacji pożytku publicznego, nie później niż w ciągu dwóch
miesięcy od upływu terminu dla złożenia zeznania podatkowego
(czyli nie później niż 31 marca 2011 r.).</font></font></p>
<p style=""margin-top: 0.49cm; margin-bottom: 0.49cm""><font face=""Trebuchet MS, sans-serif""><font size=""2"">Wybrana
organizacja musi się znajdować w wykazie OPP uprawnionych do
otrzymywania 1% podatku za 2010 r. Ponadto OPP musi zadbać o to, aby
we wspomnianym wykazie pojawił się również poprawny (aktualny)
numer konta bankowego, na który mają wpływać przekazy 1% podatku. Ma na
to czas do 15 marca 2011 r. Jeśli po tym terminie numer ten będzie
nieznany lub się zmieni &#8211; urząd skarbowy ma prawo nie przekazać
zadeklarowanej kwoty 1% podatku na tę organizację.</font></font></p>
<p style=""margin-top: 0.49cm; margin-bottom: 0.49cm""><font face=""Trebuchet MS, sans-serif""><font size=""2"">Według
danych Ministerstwa Finansów z 15 września 2010 r. podatnicy
składający za 2009 rok zeznanie PIT-28 i PIT-39 (rozliczający się
według jednolitej 19-procentowej stawki podatku od dochodów
uzyskanych z odpłatnego zbycia nieruchomości i praw majątkowych)
przekazali na organizacje pożytku publicznego 6,6 mln zł, co
stanowiło 0,45% podatku należnego wykazanego w tych zeznaniach.</font></font></p>
<font class=""Apple-style-span"" face=""'Trebuchet MS', sans-serif"" size=""2"">Magda Dobranowska-Wittels</font><div><font class=""Apple-style-span"" face=""'Trebuchet MS', sans-serif"" size=""2""><br></font>
<p style=""margin-bottom: 0cm""><font face=""Arial, sans-serif""><font size=""2"">Informacja
pochodzi z portalu organizacji pozarządowych&nbsp;<a href=""http://www.ngo.pl"">www.ngo.pl</a></font></font></p><p style=""margin-bottom: 0cm""><font face=""Arial, sans-serif""><br></font></p></div>
							
							"
"2011-01-26 15:47:34 +0100",1,1,"2011-01-26 15:47:34 +0100",2011-01-26,"29 stycznia 2011 roku zapraszamy na Mistrzostwa Polski na Ergometrze Wioślarskim","<p>
	W najbliższa sobotę zapraszamy na XX Mistrzostwa Polski na Ergometrze Wioślarskim, które odbędą się w Hali Orbita. Wrocławskie Hospicjum dla Dzieci będzie w nich uczestniczyło wystawiając drużynę rekrutująca się z pracowników Hospicjum i Fundacji. Liczymy na dobra zabawę!
</p>

<p>
	Mistrzostwa Polski na ergonometrze wioślarskim to impreza, które we Wrocławiu ma ugruntowaną tradycję. Paweł Rańda wicemistrz olimpijski z Pekinu w wioślarstwie skompletował zacną obsadę do rozgrywek, więc emocje na wysokim poziomie gwarantowane. Oprócz profesjonalnych wioślarzy walczących o medale mistrzostw kraju na ergonometrze będą wyścigi sztafet. Rywalizować będą drużyny VIP-ów, dziennikarzy i pracowników Wrocławskiego Hospicjum dla Dzieci. W trakcie imprezy odbędzie się kwesta na rzecz podopiecznych hospicjum, a także aukcja. Licytowane będą:
</p>

<p>
	<u>Plakat z podpisami mistrzów i wicemistrzów olimpijskich w wioślarstwie z Pekinu</u>: Marka Kolbowicza, Adama Korola, Michała Jelińskiego i Konrada Wasilewskiego (czwórka podwójna) oraz Pawła Rańdy, Miłosza Bernatajtysa, Łukasza Pawłowskiego i Łukasza Siemiona (czwórka wagi lekkiej bez sternika).<br/>
	<a href=""img/mpew_przedmiot1.jpg"" rel=""lightbox[mpew]"" title=""plakat z podpisami mistrzów i wicemistrzów olimpijskich w wioślarstwie z Pekinu"">
		<img src=""img/mpew_przedmiot1_thumb.jpg"" alt=""plakat z podpisami mistrzów i wicemistrzów olimpijskich w wioślarstwie z Pekinu"" style=""border: 1px solid black; margin: 10px 0"" />
	</a>
</p>


<p>
	<u>Kalendarz Fuji Film na rok 2011 z limitowanej serii <i>Piękno i testosteron</i></u>. Ukazało się jedynie 1000 egzemplarzy tego kalendarza!<br/>
	Na zdjęciach, w towarzystwie pięknych kobiet, znajdują się znani sportowcy – Michał Alster, Mariusz Czerkawski, Grzegorz Rostkowski, Rafał Stajak, Karol Szaniawski, Mateusz Wardecki, Marek Kolbowicz, Paweł Rańda, Anton Turgajev, Radek Majdan, Artur Sobiech, Bruno Coutinho, Michał Kulczyński, Bałżej Ożóg, Harding Nana, Paweł Korzeniowski, Mateusz Korobacz, Artur Kielak i Andrzej Gołota — dar Pawła Rańdy<br/>
	<a href=""img/mpew_przedmiot2.jpg"" rel=""lightbox[mpew]"" title=""Kalendarz Fuji Film na rok 2011 z limitowanej serii 'Piękno i testosteron'"">
		<img src=""img/mpew_przedmiot2_thumb.jpg"" alt=""Kalendarz Fuji Film na rok 2011 z limitowanej serii 'Piękno i testosteron'"" style=""border: 1px solid black; margin: 10px 0"" />
	</a>
</p>
<p>
	Do zobaczenia!
</p>"
"2011-01-26 16:15:01 +0100",1,1,"2011-01-26 16:15:01 +0100",2011-01-26,"Akcja nakrętkowa! Zbieramy nakrętki!","<p style=""margin: 10px; float: right;""><img src=""img/nakretki_art.jpg"" alt=""nakrętkowe serduszko""/></p>
<p style=""margin-top: 50px;"">Już niebawem rozpoczynamy akcję zbierania nakrętek. Zaangażowane w nią będą szkoły z całego województwa dolnośląskiego. Zapraszamy też chętne firmy i osoby prywatne. Jeśli masz ochotę dołącz do nas!</p>
<p>Napisz maila na adres nakretki@hospicjum.wroc.pl</p>
<p style=""clear: both;""><a href=""img/nakretki_plakat.jpg"" rel=""lightbox""><img src=""img/nakretki_plakat_mini.jpg"" alt=""nakrętkowe serduszko""/></a></p>"
"2011-01-31 16:43:01 +0100",1,1,"2011-01-31 16:43:01 +0100",2011-01-31,"Medialny partner kampanii 1% podatku","<p>
Firma <strong>Art Marketing Syndicate S.A.</strong> jest medialnym partnerem prowadzonej przez nas kampanii mającej na celu pozyskanie środków z tytułu 1% podatku od osób fizycznych. W ramach współpracy w regionie Dolnego Śląska pojawią się tablice reklamowe z wizerunkiem naszego podopiecznego Eryka. Serdecznie dziękujemy AMS za pomoc.
</p>

<p style=""text-align: center; margin: 10px"">
<a href=""http://www.ams.com.pl""><img src=""img/ams_logo.gif"" alt=""ams logo"" style=""border: 1px solid #ddd;""></a>
</p>
							"
"2011-02-11 18:24:47 +0100",1,1,"2011-02-11 18:24:47 +0100",2011-02-10,"Sukces naszej ambasadorki","<span class=""Apple-style-span"" style=""border-collapse: collapse; font-family: 'Trebuchet MS'; font-size: 13px; "">Wczoraj wręczono tegoroczne nagrody WARTO dla obiecujących młodych artystów. W kategorii muzyka został uhonorowany zespół Mikromusic, którego wokalistka jest Natalia Grosiak, nasza ambasadorka.</span><div><span class=""Apple-style-span"" style=""border-collapse: collapse; font-family: 'Trebuchet MS'; font-size: 13px; "">Serdecznie gratulujemy i trzymamy kciuki za dalszy rozwój.</span></div>"
"2011-02-11 22:39:55 +0100",1,1,"2011-02-11 22:39:55 +0100",2011-02-11,"3. Urodziny Aquaparku &#8211; prezent dla Hospicjum dla Dzieci","<p><strong style=""font-size: 1.2em"">16 lutego 2011 roku</strong> w dniu 3. urodzin Wrocławskiego Parku Wodnego możecie miło spędzić czas i w ten sposób pomóc Wrocławskiemu Hospicjum dla Dzieci.</p>
<p>Wystarczy do biletu jednogodzinnego dopłacić <strong style=""font-size: 1.2em"">5 zł</strong>, by korzystać z atrakcji Basenów Rekreacyjnych przez 2 godziny! A cała kwota opłaty za dodatkowa godzinę trafi do potrzebujących dzieci.</p>
<p>O 15.30 specjalny, urodzinowy spektakl: „Rekiny w basenie”</p>
<p>Przyjdź 16 lutego do wrocławskiego Aquaparku i <strong style=""font-size: 1.2em"">zrób prezent pacjentom</strong> Wrocławskiego Hospicjum dla Dzieci.</p>
<p><strong style=""font-size: 1.2em"">Zapraszamy!</strong></p>
<p style=""margin: 20px; text-align: center;""><img src=""img/3urodziny_aquaparku.jpg"" alt=""3 urodziny aquaparku""/></p>"
"2011-02-28 15:35:07 +0100",1,1,"2011-02-28 15:35:07 +0100",2011-02-28,"Podziękowanie dla Studia Orfin","<p>Nasza tegoroczna kampania 1 procent podatku to zasługa ludzi dobrej woli. Część z nich wywodzi się ze Studia Orfin. Dzięki nim powstały zdjęcia naszego podopiecznego Eryka z mamą, projekty plakatów i innych materiałów. Tą drogą serdecznie dziękujemy.</p>
<p style=""text-align: center; margin: 20px"">
<a href=""http://orfinstudio.pl"" title=""Studio graficzne Orfin. | Projektowanie graficzne, gadżety reklamowe, strony www.""><img src=""img/logo-orfin.gif"" alt=""Logo Studia graficznego Orfin.""></a>
</p>
							"
"2011-03-15 16:16:30 +0100",1,1,"2011-03-15 16:16:30 +0100",2011-03-15,"Konkurs dla organizacji pożytku publicznego","<p class=""MsoNormal"" style=""margin-top: 0px; margin-right: 0px; margin-bottom: 0px; margin-left: 0px; border-collapse: collapse; font-family: arial, sans-serif; font-size: 13px; ""><font size=""2"" face=""Trebuchet MS""><span style=""font-size: 10pt; font-family: 'Trebuchet MS'; "">Fundacja &#8222;Wrocławskie Hospicjum dla Dzieci&#8221; zgłosiła kreacje reklam 1% podatku do konkursu &#8222;100% z 1%&#8221; organizowanym przez&nbsp;<strong><b><font face=""Trebuchet MS""><span style=""font-family: 'Trebuchet MS'; font-weight: normal; "">Tygodnik Newsweek</span></font></b></strong>&nbsp;i&nbsp;<strong><b><font face=""Trebuchet MS""><span style=""font-family: 'Trebuchet MS'; font-weight: normal; "">Akademię Rozwoju Filantropii w Polsce dla organizacji pożytku publicznego. W ubiegłym roku wygraliśmy w kategorii Internet i Prasa lokalna. Co przyniesie ten rok?&nbsp;</span></font></b></strong>Przesłane projekty kampanii medialnych zostaną ocenione w drodze internetowego głosowania za pośrednictwem strony&nbsp;<a href=""http://jedenprocent.newsweek.pl/"" target=""_blank"" style=""color: rgb(28, 81, 168); "">jedenprocent.newsweek.pl</a>&nbsp;&#8211; można głosować do 08.03 - 27.03.2011 r. Projekty kampanii medialnych, które uzyskają podczas internetowego głosowania największa liczbę głosów (po pięć projektów z każdej kategorii) zostaną opublikowane na&nbsp;<a href=""http://jedenprocent.newsweek.pl/"" target=""_blank"" style=""color: rgb(28, 81, 168); "">jedenprocent.newsweek.pl</a>&nbsp;i ocenione w drugim etapie konkursu przez komisję konkursową.</span></font></p><p class=""MsoNormal"" style=""margin-top: 0px; margin-right: 0px; margin-bottom: 0px; margin-left: 0px; border-collapse: collapse; font-family: arial, sans-serif; font-size: 13px; ""><font size=""2"" face=""Trebuchet MS""><span style=""font-size: 10pt; font-family: 'Trebuchet MS'; "">&nbsp;</span></font></p><p class=""MsoNormal"" style=""margin-top: 0px; margin-right: 0px; margin-bottom: 0px; margin-left: 0px; border-collapse: collapse; font-family: arial, sans-serif; font-size: 13px; ""><font size=""2"" face=""Trebuchet MS""><span style=""font-size: 10pt; font-family: 'Trebuchet MS'; "">Fundacja zgłosiła swoje prace w 5 kategoriach: plakat lokalny, Internet, prasa lokalna, spot radiowy i akcje specjalne.</span></font></p><p class=""MsoNormal"" style=""margin-top: 0px; margin-right: 0px; margin-bottom: 0px; margin-left: 0px; border-collapse: collapse; font-family: arial, sans-serif; font-size: 13px; ""><font size=""2"" face=""Trebuchet MS""><span style=""font-size: 10pt; font-family: 'Trebuchet MS'; "">&nbsp;</span></font></p><p class=""MsoNormal"" style=""margin-top: 0px; margin-right: 0px; margin-bottom: 0px; margin-left: 0px; border-collapse: collapse; font-family: arial, sans-serif; font-size: 13px; ""><font size=""2"" face=""Trebuchet MS""><span style=""font-size: 10pt; font-family: 'Trebuchet MS'; "">Serdecznie zapraszam do zapoznania się z propozycjami oraz głosowania jeśli to, co robimy spodoba się Państwu.</span></font></p>
							
							
							
							"
"2011-04-06 12:51:55 +0100",1,1,"2011-04-06 12:51:55 +0100",2011-04-17,"Pola Nadziei zakwitają!","<p>Na rabatkach miejskich we Wrocławiu i w przyszkolnych ogródkach wyrastają pierwsze żonkile. To znak, że wrocławska akcja Pola Nadziei zbliża się do swego finału.</p>

<p><strong>Od 9 do 17 kwietnia 2011 r.</strong> na ulicach, w parkach, w centrach handlowych (Galeria Dominikańska, Arkady Wrocławskie, Marino, Pasaż Grunwaldzki, Magnolia), we Wrocławskim Parku Wodnym i pod kościołami można będzie spotkać wolontariuszy z żółtymi żonkilami, naklejkami, balonami. Wrzucając datek do puszki przechodnie będą mogli włączyć się do akcji.</p>

<p><strong>16 kwietnia 2011 r.</strong> na Wyspie Bielarskiej Fundacja wspólnie z Regionalnym Centrum Krwiodawstwa i Krwiolecznictwa oraz Gremium MC Poland organizuje zbiórkę krwi pod nazwą Motoserce 2011 połączoną z festynem. Wstęp wolny.</p>

<p>12<sup>00</sup>-16<sup>00</sup> rejestracja krwiodawców</p>

<p>12<sup>30</sup>-20<sup>00</sup> zbiórka krwi dla dzieci, koncerty rockowe, wystawa motocykli, pokazy walk rycerskich, pokazy pierwszej pomocy, znakowanie rowerów przez policjantów.</p>

<p>Loteria z nagrodami dla oddających krew. Dla każdego krwiodawcy 20% zniżki do Wrocławskiego Parku Wodnego.</p>
<p>
	<a href=""img/plakat_pola_nadziei.gif"" style=""float: left; margin-left: 100px;"" rel=""lightbox[plakaty]"">
		<img src=""img/plakat_pola_nadziei_thumb.gif"" alt=""plakat pól nadziei""/>
	</a>
	<a href=""img/plakat_motoserce.jpg"" style=""margin-left: 70px;"" rel=""lightbox[plakaty]"">
		<img src=""img/plakat_motoserce_thumb.jpg"" alt=""plakat motoserce""/>
	</a>
</p>

<p>Tego samego dnia (<strong>16 kwietnia 2011 r.</strong>) na wrocławskim Rynku rozpocznie się wystawa fotografii pokazująca życie jednej z podopiecznych Hospicjum dla Dzieci i jej rodziny. Wystawę można będzie oglądać do końca kwietnia.</p>

<p>Na finał naszych działań zapraszamy <strong>17 kwietnia 2011 r.</strong> W samo południe (12<sup>00</sup>) zapraszamy wszystkich chętnych ubranych na żółto pod Muzeum Narodowe. Stamtąd ruszy Żółty Pochód Życia, który Fundacja współorganizuje z Towarzystwo Pomocy Hospicjum Bonifratrów i Wrocławskim Towarzystwem Opieki Paliatywnej. Przemarsz zakończymy pod Halą Stulecia.</p>
<p style=""text-align: center;"">
	<img src=""img/pola_nadziei_pochod.gif""/>
</p>

<p>Fundacja “Wrocławskie Hospicjum dla Dzieci” po raz pierwszy przyłaczyła się do międzynarodowego programu Pola Nadziei. Celem jest pozyskanie pieniędzy na rzecz hospicjum i pomoc nieuleczalnie chorym dzieciom. Jednocześnie jest to szeroka i długotrwała akcja edukacyjna propagująca poczucie wspólnoty i solidarności z potrzebującymi, rozwijająca odruchy pomocy i empatii wobec chorych.</p>
<p>Wyrazem solidarności ze wszystkimi dotkniętymi cierpieniem jest akcja sadzenia żonkili – kwiatów już od starożytności symbolizujących nadzieję oraz zwycięstwo życia nad śmiercią. Jesienią posadziliśmy we Wrocławiu 20 000 żonkilowych cebulek. Rabaty udostępnili nam: Zakład Zieleni Miejskiej, Uniwersytet Przyrodniczy i Akademia Medyczna. Szkoły, które dołączyły do programu (40 placówek z Wrocławia i okolic) przygotowały i obsadziły rabatki przyszkolne. Patronat honorowy nad akcją objął Marian Gołębiewski Arcybiskup Metropolita Wrocławski oraz Prezydent Wrocławia Pan Rafała Dutkiewicza. Patronat medialny sprawuje Radio Rodzina i TVP3 Wrocław.</p>"
